time,lat,lon,depth,time_out,Lat_out,Long_out,pres,temp,salt,lt1,lt2,lt3,dark,t0,pp,Cruise_ID,niskin_flag,UNOLS,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
1988-12-18T00:00:00,31.669,-64.049,5.0,1988-12-18T00:00,,,,,,7.21,6.59,,0.75,1.26,6.15,1000308101,2,,22.22848478953044,25.370599110921223,36.568895975748696,0.1521340608596801,0.0499456779410441,0.7522939542929331,4.947424173355103,0.982539296204496,0.0972551947801722,223.37051115613176,2.741454863412428,0.0197616296186564,0.3362429493290244,1.8722374316756412
1988-12-18T00:00:00,31.669,-64.049,25.0,1988-12-18T00:00,,,,,,6.0,,,,1.97,,1000308102,2,,22.20304838816325,25.4463316599528,36.57231648763021,0.146612932284673,0.0429169343163569,1.1235009531180065,4.935065031051636,1.007162724070071,0.1004094811570477,222.8719943653611,2.74857319364644,0.008375492573402,0.3253109003370127,1.6589402770155453
1988-12-18T00:00:00,31.669,-64.049,50.0,1988-12-18T00:00,,,,,,3.62,2.69,3.19,1.02,1.57,2.15,1000308103,2,,22.15160179138184,25.57268460591634,36.57043329874674,0.1473273212711016,0.0484281995644172,0.7547908822695414,4.920831521352132,1.0769226846820636,0.1075289474771901,221.908848964803,2.7700272419237124,0.0025648068006952,0.2952503806375606,1.3803677436983108
1988-12-18T00:00:00,31.669,-64.049,75.0,1988-12-18T00:00,,,,,,2.21,1.4,1.55,1.43,1.47,0.29,1000308104,2,,21.946715037028,25.7738094329834,36.589704513549805,0.2101709296305974,0.0528843086212873,0.8101847668488821,4.909474452336629,1.6552063812025286,0.1480458317691826,219.482616424553,2.934357634096288,0.0006068958935043,0.2443620134145454,1.0405191174057804
1988-12-18T00:00:00,31.669,-64.049,100.0,1988-12-18T00:00,,,,,,1.15,1.78,8.48,0.95,1.46,2.85,1000308105,2,,21.128872394561768,26.13239622116089,36.60048866271973,0.3748869076371193,0.0432451609522104,0.8413418829441071,4.867506742477417,,,,,,,
1988-12-18T00:00:00,31.669,-64.049,120.0,1988-12-18T00:00,,,,,,1.29,0.75,1.47,1.01,2.08,0.16,1000308106,2,,19.925600051879883,26.580183029174805,36.604543685913086,0.7885395586490631,0.0375857837498188,0.9411596655845642,4.726716041564941,,,,,,,
1989-01-27T00:00:00,31.695,-64.252,18.0,1989-01-27T00:00,,,,,,3.77,3.75,4.36,0.18,0.19,3.78,1000408101,2,,20.63090419769287,25.88663959503174,36.61538887023926,0.2016782835125923,0.0464646499603986,0.9120013415813446,5.073608636856079,1.94071252241393,0.1623698148725672,225.6046423070773,2.949513921404686,0.0140128553577915,0.3678096675532978,1.9656733061896328
1989-01-27T00:00:00,31.695,-64.252,41.0,1989-01-27T00:00,,,,,,3.66,3.55,3.92,0.21,0.21,3.5,1000408102,2,,20.580699920654297,26.016844749450684,36.61288833618164,0.2134146466851234,0.0482772123068571,0.9673189222812651,5.077250957489014,1.9960823135781172,0.1684436001266963,224.61468382440435,2.965716311160001,0.0038140742673183,0.3248129590031103,1.5839292249255883
1989-01-27T00:00:00,31.695,-64.252,62.0,1989-01-27T00:00,,,,,,2.17,2.33,2.05,0.16,0.09,2.02,1000408103,2,,20.51455974578857,26.119542121887207,36.61285591125488,0.256630003452301,0.0503101777285337,0.9674437046051024,5.073067903518677,2.106506087543213,0.1783132193445948,223.1834538403529,2.9990114604725733,0.0008657591891224,0.2655557447716103,1.2254778203717205
1989-01-27T00:00:00,31.695,-64.252,81.0,1989-01-27T00:00,,,,,,0.93,0.92,1.02,0.19,0.09,0.77,1000408104,2,,20.4460506439209,26.22277355194092,36.60643768310547,0.3296842277050018,0.0487993117421865,0.922372579574585,5.035312414169312,2.2090361889674632,0.186051438672153,222.19547013675003,3.029329038718236,0.0004432758708871,0.2390983910026176,1.083588074235272
1989-01-27T00:00:00,31.695,-64.252,102.0,1989-01-27T00:00,,,,,,0.79,0.64,0.67,0.21,0.1,0.49,1000408105,2,,20.33819007873535,26.322904586791992,36.60341262817383,0.4986777901649475,0.0511922352015972,0.9058048725128174,5.046046733856201,,,,,,,
1989-02-19T00:00:00,31.65,-64.522,2.0,1989-02-19T00:00,,,,,,,29.67,27.81,0.44,0.18,28.3,1000508101,2,,19.80244541168213,26.050621032714844,36.64051055908203,0.2422512620687484,0.0330889467149972,0.7927225530147552,5.13712739944458,1.9685392516560625,0.1598637939532769,229.7477213144231,2.945346171036732,0.0232479644842748,0.3588059309307151,2.281619494004542
1989-02-19T00:00:00,31.65,-64.522,20.0,1989-02-19T00:00,,,,,,6.39,7.05,12.02,0.38,0.22,8.11,1000508102,2,,19.775657018025715,26.13484764099121,36.64140065511068,0.2533521254857381,0.0293954312801361,0.7643823027610779,5.118822574615479,1.9970706480027944,0.162842071217395,229.2821623484166,2.9524277858432284,0.0139539459190311,0.3580341073781136,2.090797785514568
1989-02-19T00:00:00,31.65,-64.522,30.0,1989-02-19T00:00,,,,,,24.23,25.33,25.31,0.39,0.24,24.57,1000508103,2,,19.74619674682617,26.18075625101725,36.6396115620931,0.2422271519899368,0.0277389387289683,0.8041808009147644,5.106846968332927,2.037677742069904,0.1669293639958059,228.6980957985077,2.9631274721274736,0.0083020880548853,0.3471057048494526,1.869593395696422
1989-02-19T00:00:00,31.65,-64.522,47.0,1989-02-19T00:00,,,,,,,2.06,2.21,0.29,0.21,1.84,1000508104,2,,19.706600189208984,26.26258754730225,36.63920021057129,0.2986931204795837,0.0304191457107663,0.7660060524940491,5.106829881668091,2.119992130137595,0.1750338347191632,227.4822238683437,2.9860893990844537,0.0032066135008789,0.3093414559262265,1.5044939531942343
1989-02-19T00:00:00,31.65,-64.522,75.0,1989-02-19T00:00,,,,,,0.83,0.86,0.91,,0.24,,1000508105,2,,19.65233294169108,26.393274307250977,36.63872909545898,0.3553496499856313,0.0344110913574695,0.7336385250091553,5.098763465881348,2.326353187905625,0.1924571947019969,225.09862279892965,3.041255224495937,0.0006945855635648,0.2322970365639843,1.042829392012375
